Beta0,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6
0.475452525,-2.9191147,2.585752145,-1.459676869,0.093838452,0.33747011,-0.382225091
0.608985711,-0.504092094,0.241600153,-1.457324039,-0.059184907,-0.445172891,1.028409315
0.670606601,-0.991999589,1.379226502,-1.204827774,-0.239841946,-0.17480363,0.446120017
0.315377496,-1.071042762,1.831762076,-1.686276629,0.112757195,1.695247852,-1.949549469
0.291128081,-2.296774718,2.586485532,-1.074923471,0.282224031,-0.781140903,1.602514057
0.80730274,-1.659411501,2.423310677,-1.228547064,-0.229772529,-1.099627012,1.167688784
0.493638115,-2.048753053,1.555203695,-1.078251512,0.355822178,-0.417274116,0.478952473
1.226886398,-0.641418933,0.463759598,-1.734268969,-0.34417984,-0.699658352,0.373406731
0.137188311,-1.727444707,4.277681653,-0.585157182,0.097401809,0.532779305,-0.187936629
0.52287205,-1.244915681,2.775471704,-1.367421704,-0.251362502,0.168368832,-0.012274009
0.806980568,-4.901612223,4.032587981,-1.505221728,-0.106964346,-0.862666832,0.90028918
0.849819689,-2.654439606,4.088110049,-1.34818908,-0.234253486,-0.814025526,0.649662153
0.38755149,-0.182365968,0.992558236,-1.203685602,-0.099299397,0.570703065,-0.089280973
0.776763707,-3.150359134,3.359542188,-1.546751275,-0.109591536,-0.349470411,0.189694919
0.582674933,-0.338658276,1.292791477,-1.286006235,0.029718698,0.388704744,-0.551860228
0.682729664,-2.382933472,0.94621383,-1.806413137,0.268302231,-0.325632891,0.340433843
0.690472038,-2.775179893,0.995653401,-1.457016858,0.152489683,0.627911586,-1.486408544
0.730421247,-1.464371166,1.012489052,-1.169299699,0.072585016,0.620042855,-1.638985632
0.470446489,-2.036470995,4.970785148,-0.936323538,-0.079076789,0.229965962,-0.72902719
0.537665953,-3.933310896,5.535654303,-0.910949603,0.100968874,-1.652132981,1.497991695
0.583342081,-4.005281459,1.74346608,-1.553124407,-0.193592703,0.58877821,-0.150944177
0.703509057,-0.568324533,-0.472882512,-1.153184538,-0.535917707,1.745092273,-2.154015364
0.433531788,-1.574299937,2.647088684,-1.171036437,-0.295986245,1.354738992,-1.868268204
0.31750702,-3.435075589,2.725363512,-1.385626408,0.247823919,1.233918779,-1.725978531
1.039223021,-2.256326826,2.238221753,-1.585177427,0.074680201,-1.322051114,1.298804869
0.645216316,-1.322310451,0.937637876,-0.853250198,0.132059338,0.447161143,-1.563217463
0.84188481,-1.472447169,-0.063474124,-0.994127997,-0.060200797,-1.028445459,1.318418718
0.595684105,-0.626278502,1.814437795,-1.025684274,0.020072288,-0.889438538,1.278711273
0.096311605,-1.258845724,2.924073597,-1.290972226,-0.034345708,2.234952116,-2.231682539
0.18100333,-2.767198462,3.207958038,-1.099129475,0.908148028,-1.277785269,1.748266059
-0.199801977,-1.505483084,0.869936968,-0.488931798,0.073893924,3.041381089,-2.821964366
0.994210537,-0.767852441,1.224409604,-1.559024897,-0.621975211,-1.215301128,2.05431816
1.284410946,-1.056183252,-0.21301314,-2.02025612,-0.304577995,-0.860380487,0.228402243
0.480060259,-2.432486679,2.860303284,-0.99541396,-0.07727145,0.813431043,-1.225074579
0.823077296,-0.923771172,2.393994813,-1.492024527,-0.50299173,-0.251843605,0.198988094
0.575481598,-3.199721784,2.016879858,-1.423610778,0.371424959,-0.180359709,0.241291842
0.4295529,-0.247444382,0.273443619,-1.287517362,0.202908093,1.00670884,-1.707071134
0.310885537,-1.377137821,0.36432986,-1.576178685,-0.004318965,2.585740331,-3.502232846
0.59714933,-2.848709783,3.044524031,-1.598224248,-0.121844957,0.207679483,-0.35156115
0.16359674,-1.90484154,2.644710026,-0.8231982,0.201731624,0.99204056,-1.122384022
0.936942403,-1.717975802,1.436177064,-1.252452263,-0.259077451,-0.575990269,0.565075476
0.375796779,-0.850709505,0.9611523,-1.132434776,0.129894128,0.664635932,-0.52930841
0.247141743,-2.445163293,1.697734903,-2.007434441,0.211205682,2.668969674,-3.154822713
0.962394882,-0.38325499,0.205018376,-1.890444725,0.286463695,-2.160681157,2.260559173
0.585230674,-1.50227303,0.998120447,-1.243047778,-0.101225532,0.154287464,-0.03211212
0.521966674,-1.717126401,2.457450524,-1.018184132,0.098898157,0.035458209,-0.568142031
0.383797331,-2.994511827,1.635587235,-0.823473513,0.731878073,-1.355481973,1.817816246
0.528415033,-1.2534124,2.439727746,-0.920661076,-0.197086475,-0.155281339,0.723337042
0.628680013,-1.313284797,2.179386832,-0.991273899,0.081655682,-1.133190969,1.151069078
0.592064236,-0.543788336,0.993641718,-1.054080554,0.007585318,0.751134186,-1.52755977
0.523430292,-2.157064489,2.048574574,-0.782537745,0.29823071,-0.482230779,0.498668368
0.598064691,-3.958042646,3.003837519,-0.809905687,0.254906578,-1.737796045,2.022308999
0.59705788,-1.792283438,4.27668743,-1.999217373,-0.081048217,0.07758594,0.442820382
0.646694789,-1.638287152,0.847519562,-1.200559655,-0.204411822,0.535920393,-0.641715797
0.4762093,-1.199074972,-0.295915196,-1.139818936,-0.101596449,1.931746441,-1.986060599
0.640692627,-1.717768769,-0.708680906,-1.592773616,0.128633769,1.375706664,-2.207969921
1.068698895,-3.072971987,2.162691287,-1.18865685,-0.48430335,-2.750570182,3.536161011
0.43705541,-1.001888443,1.360987248,-0.962518626,0.382559419,0.205670445,-0.286245863
1.030108064,-1.058906693,1.481690199,-1.258884325,-0.597885785,-0.708777449,0.44474681
0.906073099,-2.03712437,2.216211575,-1.036110763,-0.165723771,-1.827349527,2.144185421
0.500411284,-0.625232519,1.402284571,-1.24357866,0.442006644,0.288421428,-0.944469583
0.433989136,-3.306284312,6.197960029,-1.150037335,-0.221873037,0.566715473,-0.865697458
0.842900073,-1.365994959,2.525610963,-1.457533904,-0.425075919,-0.335005511,0.150607613
0.583236361,-1.156043524,2.505854983,-1.044476727,0.04791097,-0.900563737,1.619928455
0.357778382,-0.840161537,2.181093551,-1.314142629,-0.017658933,1.584499397,-1.94038897
0.484767577,-0.704176892,1.611631722,-0.845572524,-0.118789489,0.969772456,-1.41887852
0.676031395,-2.011592525,1.655167684,-1.854251249,0.045988215,0.852598309,-1.016046622
0.763602006,-2.685099044,2.095756426,-1.440929216,-0.661651431,0.480568995,-1.063120947
0.382267461,-2.719905492,2.199586428,-1.77486276,0.473653026,1.293756004,-1.616688892
0.323131256,-2.146520719,2.829247067,-1.056573752,0.217573787,0.767676423,-0.767468547
0.667529775,-0.607715196,0.576900232,-1.189693073,-0.330014641,-0.378010062,0.598070971
0.570717189,-0.568620319,0.598436211,-1.307233153,-0.536669751,1.599028538,-1.779185613
0.125614243,-1.321159755,1.158186282,-1.227571917,0.644171422,1.13281867,-1.018634699
0.606767206,-1.669582102,1.935802409,-1.274460419,0.287561864,0.053985412,-0.486097831
0.221651275,-1.867277206,3.258027109,-1.219678634,0.306187741,0.233725637,0.365651755
0.779199617,-0.055184582,0.67564038,-0.840933934,0.018214684,-1.513510103,1.572874138
0.735725159,-1.583800997,0.984691962,-1.196575674,-0.187072412,0.318882209,-0.411420901
0.283844199,-0.428271295,0.637016877,-0.385923571,0.319704063,-0.753698871,1.566641686
0.797342381,-3.385472142,2.688036173,-1.976952381,0.026275378,0.950491582,-1.505668773
0.732570209,-1.314530612,1.008931474,-1.141475716,0.140397982,-1.419147503,1.607109345
-0.040949193,-2.929789575,3.410101524,-0.751735922,0.41104012,1.084302137,-0.594027079
0.669031098,-1.353098462,1.681522695,-1.329433186,-0.159227849,0.652572613,-0.96058919
0.39653056,-2.157607438,3.655533976,-1.037218214,0.117351017,-0.7848567,1.180402503
0.434397677,-1.56690204,1.476273938,-0.962676611,-0.401698863,0.679426245,-0.157217758
0.418247214,-2.850268015,1.37712136,-0.764113824,-0.037967455,0.401002017,-0.255663343
0.108436599,-1.987224927,1.740731955,-1.015225953,0.209020675,2.587593899,-2.852152239
0.783808873,-0.564533269,1.224353563,-1.323097304,0.297909128,-1.500302104,1.506045393
0.785900513,-3.087326852,2.675620877,-1.442886269,-0.420495218,1.091393726,-1.49122374
0.785606384,-1.273194422,2.129163382,-1.455453468,-0.281969231,-0.764315674,0.95346304
0.696924485,-3.255491267,2.267712959,-1.239818268,0.250381136,-0.27063911,0.100177119
0.397628997,-1.17295786,3.211957387,-2.312975798,0.576009002,0.042179195,-0.10985332
0.416795165,-3.039747293,4.074973897,-1.062817762,0.24371082,0.489743586,-1.072759985
0.533945857,0.942156744,0.313702615,-1.104883577,-0.121982325,0.378016326,-0.378787851
0.00647463,-1.399236104,4.457898337,-1.251558835,0.439876634,0.293007259,0.586217835
0.164020565,-2.492896191,2.490561265,-1.210190186,0.219444818,1.795633092,-1.80060173
0.32774019,-1.735915878,3.538477846,-1.177639555,-0.315887723,1.857437222,-2.459149472
0.544891495,-2.813132066,3.232045584,-1.106214113,-0.630768393,0.86608262,-1.051653947
0.775959179,-1.939622719,1.144798637,-1.350741441,0.238621146,-0.894215506,0.754380253
0.802946997,-1.496589805,2.100267888,-1.561797402,-0.392376375,-0.196787519,0.050900838
0.752401795,-0.875243995,1.246125506,-0.700710286,-0.10671574,-0.942029301,1.057331104
0.384677467,-1.886816018,1.188109175,-1.150897401,0.305587262,0.968673986,-1.188479371
0.549180482,-1.00820136,1.434656466,-0.70201857,-0.340578956,0.574035746,-0.091801951
0.769782214,-3.002963216,2.748184919,-1.023333433,0.249687105,-0.940123695,0.612381837
0.349911429,-2.106768254,2.043485041,-0.495984789,0.14030661,-0.208668026,0.381716035
0.831928039,-1.033215945,-0.370943274,-1.078366152,0.018488168,-0.425886627,0.389131712
0.573879029,-1.00094668,1.085506129,-1.452221474,-0.037506997,0.315233228,0.117970241
0.675874612,-2.393752077,0.213273916,-0.993701942,-0.131591032,0.245553722,-0.058953082
0.560430718,-0.966895968,1.134187771,-0.48908768,-0.03118873,-0.389058818,0.708951847
1.119856811,-1.880165455,1.729541367,-1.764858299,0.121964085,-1.913945412,1.175073902
0.811483581,-2.994277045,3.02747162,-0.593748843,-0.08729731,-0.506555702,-0.240886243
0.67337809,-2.159601142,1.889216426,-2.091377357,0.069569249,1.177337606,-1.968619295
0.393335601,-2.380219135,3.387131818,-1.255789323,0.227012034,0.096805645,-0.070642965
0.465670847,-3.412257011,3.691003198,-1.065414585,-0.15924181,0.688199851,-0.678179098
0.33114571,-1.314206846,2.126106687,-0.799111327,0.084010417,2.010905225,-2.560345207
0.902126665,-1.408988555,2.284688223,-1.734752843,-0.311362412,-0.461850163,0.311978807
0.356138402,-2.293051138,1.958148859,-1.069166532,-0.260816274,1.953820062,-2.501042061
0.838100087,-1.512178928,2.954630206,-1.605005395,0.233120732,-0.610194453,-0.116623205
0.474388921,-1.451965608,2.68842039,-1.109777114,0.290827528,-0.356928538,0.581092009
0.520218898,-1.364218548,1.90302149,-1.009165933,-0.058076793,1.260915922,-1.803166113
0.657716466,-1.374445448,3.480568856,-1.264580217,-0.128894409,-0.465484858,0.498698185
0.62220656,-0.310363661,1.76646264,-1.352127175,0.15914551,0.476811431,-0.963331751
0.673653064,-1.556747473,1.73115547,-1.362469127,-0.354233206,0.095981459,-0.251225461
0.229149169,-2.171491123,2.316902359,-1.448913548,0.297365632,1.160052942,-0.952915595
0.196423774,-1.461517202,2.972694973,-1.06689653,0.040144774,1.290564559,-1.515091947
0.495777539,-0.390315429,2.91717002,-1.327320001,0.292833625,0.355349492,-0.535943238
0.847837956,-1.026188991,1.597338177,-1.574063242,-0.500460208,0.437302281,-0.576234177
0.329586047,-1.49251748,1.954196362,-1.44507659,0.346715377,0.400979756,-0.323777384
1.18382064,-1.698343892,2.981981404,-2.364982862,-0.166783975,-1.429048492,1.146322305
0.57685909,-1.914094142,0.163271797,-1.452445453,-0.077802561,0.977109078,-1.187590567
1.016855253,-2.57080236,2.286301362,-1.82556184,-0.193933332,-1.371442943,0.965388441
0.446275637,-2.205212754,1.463327418,-0.947787845,-0.396200686,1.864187976,-2.677504071
0.838053009,-0.824409944,2.374217507,-1.375357605,0.057743022,-0.984271382,0.851845325
0.555853517,-1.87374142,2.720642577,-1.031985916,-0.178609944,0.049320033,0.102090934
0.667072531,-1.910586694,2.649165419,-0.844108554,-0.738313413,0.585946531,-0.841639451
0.313376205,-0.807009196,1.62593549,-1.420053186,0.146467839,0.63281492,-0.436847484
0.452054864,-0.902502608,3.048251734,-1.189563804,0.243240298,0.371654468,-0.87802982
0.588685194,-0.740731513,1.217881893,-0.791416207,-0.212534365,0.530579921,-1.362157411
0.361760438,-3.330373564,2.18885364,-1.111838889,0.243768626,0.566902928,-0.02159018
0.49757725,-0.518121837,1.42300839,-1.069779596,-0.332244022,1.181521464,-1.835207221
0.796363589,-2.115949964,3.294316768,-1.160484856,0.0311965,-0.934974219,0.139475841
0.607478137,-1.481817212,2.397040584,-1.628763164,0.408455334,-0.453870092,0.406821622
0.529842163,-1.51670987,0.824194721,-1.069176527,-0.181422983,1.054380008,-1.154429837
0.893461397,-2.685397207,2.775957416,-1.453666187,0.203309083,-0.670657433,0.318211036
0.335255312,-2.300655957,3.054229997,-1.46576751,0.007562683,1.291731821,-1.202101765
0.739887146,-5.390491381,2.045090354,-1.293536248,0.270351086,-0.342666845,0.038150877
0.760468136,-1.440795739,1.318445789,-1.878666674,0.051677089,-0.347975427,0.170542068
0.749990258,-2.139561848,1.054185385,-1.116264229,0.141318247,-0.42411433,0.48830354
0.234041753,-1.494661493,1.558122123,-0.740970248,0.194782018,0.871672634,-1.071028045
0.486167258,-1.840011536,3.173273555,-0.514175062,0.002703132,-1.604340264,2.1141235
0.825169645,-0.986539291,1.016043702,-1.581948245,-0.342150527,0.644715439,-0.894283351
0.442485902,-1.413951454,3.070847426,-0.866420755,0.239877206,-1.29858818,1.685291606
0.145584703,-2.644078909,3.704423039,-0.40375677,0.335822471,-0.50176702,0.884185594
0.449544137,-2.735815879,1.690975132,-1.081056851,-0.017614343,-0.34599969,0.531712335
0.411419593,-1.876887819,0.974151976,-1.623283034,0.327670618,-0.583910903,0.789446742
0.377120806,-1.822405999,1.984302977,-0.612855572,0.203805258,-0.285558547,0.335538614
1.239810702,-1.570682598,-0.349023591,-1.389005784,-0.402876242,-1.626222057,1.819116077
0.616302013,-1.573428348,3.657550539,-1.388436921,-0.264022242,-1.363313047,2.352790194
0.614355758,-1.020437216,1.162480097,-1.408347072,0.160376884,-0.502187805,0.810023588
0.134111143,-2.335871558,1.599691806,-1.110539828,0.181315126,2.093816322,-2.087560434
0.718432011,-2.254068427,1.977649933,-1.169297909,-0.41565778,0.427922922,-0.726457974
0.333359003,-1.813788059,2.33617011,-1.06264783,-0.190993673,1.172400521,-0.912486769
0.684620148,-1.104184697,0.096122531,-1.05228328,-0.273527627,0.377106225,-0.197716247
0.220585207,-1.344259878,3.712297348,-1.089807441,0.236932167,0.915601312,-1.18821282
0.781592295,-1.6924146,0.597413831,-0.745304825,0.030359278,-1.135280126,1.421723933
0.359272578,-1.35851025,1.638120919,-1.160455124,-0.004479428,1.461108135,-1.257288389
0.417765165,-1.722925576,3.220706559,-1.167585578,0.096829481,0.492177281,-0.543985502
0.756710202,-2.181097999,0.894254394,-0.869642178,0.033880422,-1.396298479,1.651843255
0.340794492,-2.482722406,3.23799402,-2.066522701,0.356198417,1.155539743,-1.745933169
0.606938416,-3.170749871,4.360579958,-1.262685417,0.158384796,-1.638784713,1.639305745
0.238616588,-0.973374714,0.523035309,-0.860485338,-0.124816767,2.382830903,-2.392193241
0.273258628,-1.957277518,2.970501011,-0.952272406,0.502162771,-0.965004876,1.901015903
0.445335847,-2.650121557,3.939147738,-1.123069067,0.046209637,-0.396459871,1.093401594
0.565270496,-2.511652673,2.81092673,-1.040784811,-0.004390279,0.010998635,-0.401642141
0.558736391,-1.047506684,0.675200375,-1.104366637,0.370801634,-0.036233551,-0.201998543
0.279819289,0.424037801,0.772075691,-1.085290217,0.203542719,1.505215276,-2.047633783
0.4269341,-2.674889396,1.8818333,-1.092630264,0.293673933,1.342647189,-1.736483932
0.817488852,-0.152903222,0.578227402,-0.533560732,0.075149188,-1.86611032,1.922052254
1.005206697,-0.853268283,1.557534405,-1.334265837,-0.282801846,-1.051026701,0.801796452
0.370643147,-1.074638942,1.81240455,-1.313887601,0.236306698,0.351354094,-0.232476089
0.387803619,-2.876153631,0.276972826,-1.161780345,0.188818022,0.638119332,-0.525159307
0.543962884,-0.643846312,2.353432083,-1.053645334,0.088372431,-0.598825041,0.886072786
0.527457828,-0.669960434,0.030599382,-1.110601113,0.203573034,0.991875766,-1.967692703
0.389539772,-0.83230345,1.701887614,-0.969801662,0.174706199,-0.211174358,0.535134065
0.922152459,-2.38093505,1.031804364,-1.757248099,-0.157587401,-0.234428826,0.338088987
0.54230606,-1.933748542,1.407397504,-0.91753183,0.631289154,-1.480282383,1.501741352
0.551863793,-2.310596281,3.116864545,-1.896303748,-0.368951052,0.469215839,0.459060739
0.698200336,-1.339031217,0.803470765,-1.337623582,-0.234202195,0.499957727,-0.821502571
0.632898788,-0.949379975,2.164178876,-1.547263902,-0.023164494,-0.665507255,0.939555484
0.658537427,-2.771159529,1.91835389,-1.257468733,-0.48531154,1.098350939,-1.108362051
0.359164686,-1.23649105,2.249704231,-2.070980061,0.204594609,-0.499890983,1.943144425
0.555731465,-1.067230096,0.828540615,-1.361873791,-0.079229635,0.969101192,-0.984985016
0.740405407,-0.915031334,2.05603562,-0.722008406,-0.333002875,-0.658379681,0.662800433
0.478435829,-0.637302457,0.814068124,-0.888157219,-0.318856348,0.719091562,-0.253807589
0.7883813,-2.676601945,-0.125683608,-1.354136432,0.099456434,-0.333534339,0.627685668
0.31542837,-0.925780437,1.588867727,-1.304606109,0.272988627,0.95643404,-0.836895377
0.649862478,-0.792095253,1.146665723,-1.33161246,-0.171491745,-0.413859932,0.683237189
0.756494067,-1.103568628,2.479720456,-1.344205449,0.51666709,-2.107260485,2.624716833
0.624786631,-2.438136534,2.381726707,-1.527857887,-0.095829238,0.823409343,-1.312957767
0.638578638,-2.139746905,1.527095552,-0.931945019,0.047329716,-0.505183364,0.563550027
2.09437253,-1.859105905,0.314080781,-0.864040201,-0.332952428,-4.044862362,1.33620844
0.447703301,-0.041316797,2.095463262,-0.977559234,-0.125228195,0.331502055,-0.415353916
0.455461913,-3.803006396,4.474854571,-1.445978601,0.388449875,0.398930087,-0.627933405
0.473682897,-2.291602726,3.171067736,-0.766491012,-0.551825663,1.080753532,-0.811108353
0.447321618,-1.534603141,1.044934177,-1.327925342,-0.172910493,1.007007379,-0.818336452
0.85044891,-1.039966721,0.717487473,-1.121195541,-0.001871767,-0.035739179,-0.688305466
0.374272878,-1.161398929,2.873771277,-1.609618861,0.348025147,0.944086809,-1.169342776
0.801752234,-2.655164596,0.981848504,-1.603497006,0.147211459,-0.24815836,0.105290102
0.28753252,-1.788284939,3.993213009,-0.959885321,-0.382150058,1.162044433,-0.60721214
0.141683006,-1.488677044,2.295847587,-1.197985366,0.077711761,2.883815488,-3.235032138
0.746975428,-2.193803621,2.389925813,-1.356428219,-0.231060884,0.146909796,-0.257298378
0.831674113,-1.176011549,2.431172002,-1.052043466,0.405414638,-3.016176017,3.238314218
0.507862287,-1.189222298,1.233532116,-0.832498318,0.090715744,0.792876087,-1.420513013
0.932016233,-1.309180371,0.639167922,-1.29904653,-0.293687231,-2.001872668,3.103036487
0.8515753,-1.451684769,0.295088973,-1.470479815,0.127949747,-1.360011167,1.941617317
0.689598214,-1.677643653,1.217301405,-1.689459327,-0.285856838,1.106415343,-1.409816069
0.62125662,-0.571209164,0.727956189,-1.145481757,-0.292350508,1.737840237,-2.432118087
0.649615595,-1.748529234,3.122354632,-1.083409696,0.209691657,-1.477203093,1.554606225
0.776215069,-0.026488861,-0.177978028,-0.782832988,-0.19839106,-0.534154583,0.510874087
0.466199465,-1.397094386,2.720564467,-1.160286917,0.150279286,0.438444112,-0.75610077
0.567217006,-0.766134686,3.055062471,-1.800805465,-0.076729179,0.231518444,0.231993117
0.487973556,-2.063086958,2.726397616,-0.458563707,-0.727357647,1.194066019,-1.321496059
0.543632732,-1.430450011,0.927253757,-0.757575571,0.111501871,-1.226583782,1.847309314
0.664187188,-1.894174711,1.251724789,-1.196544394,-0.187120783,0.563279773,-1.228740833
0.403919913,-1.481712448,1.83037707,-0.914591003,0.018806772,1.451008874,-2.503300824
1.126743669,-0.830133984,0.411828761,-1.682280349,-0.442494031,-0.809685151,0.4236194
0.659032679,-1.111661927,1.9190102,-1.045494549,0.191488866,-1.163906721,0.817295362
0.470573526,-1.76466745,2.11292191,-1.110892618,-0.151731457,0.804003822,-1.082666695
0.816174505,-2.999021477,1.744896262,-1.117614842,-0.223253934,-1.193959511,1.832530341
0.500856734,-1.352686273,1.61455446,-0.999383813,0.4591037,-1.918378652,2.665969242
0.771015377,-2.032354192,1.011866221,-1.286627521,-0.212129403,0.27748867,-0.188020873
0.384229428,-1.463118746,2.272974061,-1.192978554,-0.134218019,-0.076123575,0.802371211
0.697879433,-0.329940562,0.767505607,-1.052443751,-0.253058898,0.543010353,-0.675771714
0.416782609,-3.191267825,4.374824363,-1.377081918,0.297061157,-0.153601173,0.0774699
0.63807627,-0.299515963,2.467672036,-1.155926349,0.019632975,0.119269062,-0.12746005
0.466750597,-2.10768962,1.564813638,-1.312885283,0.051069928,0.00341146,0.617308168
0.586545418,-2.367013712,2.021153999,-1.550377496,-0.148637501,0.06874812,0.741569465
0.606601031,-2.000543429,1.307494957,-1.383480981,0.335531842,-0.060860851,0.100196665
0.047709368,-2.405746936,2.569741052,-1.536282552,0.890678061,0.977436878,-0.937884875
0.69187399,-0.987159458,0.277330663,-0.323278838,-0.302629137,-0.238388007,0.362280244
0.5058665,-3.52992383,2.884564454,-0.816798047,-0.296675674,1.395368232,-2.365814337
0.699960734,-1.884191788,2.867550967,-1.554714639,-0.140314884,-0.041475101,0.088503888
0.598177584,-1.248450247,2.241566697,-0.985605589,0.242104817,-1.612294338,1.922768208
0.807265541,0.218628059,0.057582765,-1.359030564,-0.269996872,0.342018376,-0.600257916
0.377831676,-1.954222912,2.860456741,-1.384376407,0.122346425,1.28996546,-1.492374316
0.402372548,-2.548484621,4.182451054,-1.262896673,-0.08320829,0.197225044,-0.040119914
0.885614457,-2.093907655,0.575975575,-1.129129735,0.185587596,-1.774143594,1.439157279
0.395532736,-1.960667318,2.780368291,-0.718406604,0.113594383,0.020846,-0.003650975
0.711239428,-1.885306329,2.243984775,-1.62486524,0.638591321,-3.186377062,4.404673267
0.523741015,-1.128549817,1.723577246,-1.561942599,0.64847303,-1.459234921,2.127763162
0.645462205,-1.119769525,1.67733235,-1.072537937,0.071397028,-1.309574272,1.868354917
0.857811741,-2.210851403,1.470385144,-1.917590638,-0.142656596,0.479655231,-0.839277709
0.908010165,-3.090286398,2.311149417,-1.236714513,-0.297054573,0.472389333,-0.936639146
0.222403719,-2.05097538,1.611398812,-0.404028907,0.098144325,1.200523758,-1.751949555
0.811372225,-2.582002541,1.097238558,-1.318428478,0.056090217,-2.025360388,2.840411479
0.620983707,-1.798892771,2.109510744,-0.207203726,-0.0804605,-1.820017143,2.386334583
0.533943845,-1.805716137,1.657472692,-1.544177746,-0.054132783,-0.263189779,0.924444287
0.833431409,-2.253364693,3.014492852,-1.038114885,0.033592378,-1.947535425,2.202998018
0.597478471,-2.416071571,1.978344348,-1.371342185,0.020576791,-0.589270219,1.388328884
0.346040237,-2.158978925,1.480110444,-1.426552674,0.318056105,0.897848633,-1.354150483
0.408757678,-1.100842552,0.493766026,-0.51158519,0.040158108,1.014017781,-1.269135765
0.553725032,-0.928857993,1.225859719,-0.958897164,-0.186518828,0.332995711,-0.22064241
0.880190866,-2.776649375,0.274418147,-1.466701879,-0.380375721,0.039091468,-0.061127848
0.133461106,-1.88290916,3.493949569,-1.219544711,0.156525313,1.573180147,-1.632341764
0.267577729,-2.979201883,2.495447862,-1.077167757,0.001557952,0.172690161,0.979446316
0.472263186,-1.256187598,3.547928627,-1.433928816,-0.155700181,0.751071538,-0.820380995
0.705469364,-2.127754279,0.871954849,-0.516010717,-0.146843211,-1.662809019,2.387318208
0.398852324,-0.977294759,1.299285204,-1.064563611,0.03334817,0.323518047,-0.394608027
1.025894094,-2.424417473,1.739674869,-1.697283647,-0.712564628,-0.059393819,-0.193019656
0.826506834,-2.066887561,2.732529661,-1.045469999,-0.460354759,0.234826804,-0.727449853
0.709325319,-2.077109904,0.259006254,-0.541089624,-0.213441493,-0.693979685,0.915851914
0.795109369,-2.059115468,1.126838858,-1.288841509,0.137370183,-1.506322512,1.730498749
0.428199368,-0.702812584,1.956890212,-1.190789578,0.347359439,0.467285717,-0.965007834
0.716665175,-2.095738716,4.952899485,-1.461362767,-0.201638515,-1.942834341,2.665806386
1.00637869,-1.299019754,0.868845834,-0.989060296,-0.260631904,-1.763396092,2.029245265
0.734045038,-1.233271705,2.789862368,-1.630598339,-0.218658646,-0.326615478,0.23238728
0.349656846,-1.773233007,2.929946671,-1.198469904,0.137813815,0.425672979,-0.253895406
0.516965699,-0.322539522,0.594582959,-1.23748784,0.333311735,-0.485577277,0.644512371
0.190915599,-2.689819582,3.823990658,-0.472592912,0.177010529,0.895248191,-1.052249107
0.74417152,-2.241272073,2.05633962,-0.710223829,0.451700437,-2.117328261,2.117328915
0.63128623,-1.525153786,1.98460676,-0.901222407,-0.123391863,0.023592544,-0.204804154
0.916603852,-2.440157914,3.289137736,-1.361353879,-0.295622693,-2.465954354,3.307922383
0.475024571,-1.129520557,1.501391046,-1.380164558,-0.083585338,0.657558507,-0.596055192
0.910318451,-1.500444151,4.043810324,-1.559371924,-0.107005337,-1.052453158,0.645609052
0.503752252,-1.018766977,1.274085485,-1.443713027,0.008195527,0.588560433,-0.426534444
0.76915247,-0.767805203,1.868842731,-1.302554919,-0.080366702,-1.395626478,1.973227774
0.421137608,-1.707100876,2.057430623,-1.060561645,0.085338823,-1.035023138,2.420856513
0.884476273,-0.679981574,0.954556639,-0.985242325,0.00582943,-1.317002647,0.98366804
0.307409962,-2.115739113,2.700644649,-1.076495283,-0.187617191,2.731159596,-3.564362421
0.602575316,-2.606306282,3.011543709,-1.26726378,-0.11379042,-0.556453413,1.056572307
0.847315298,-2.287021215,2.679320541,-1.0061025,-0.256343498,-0.975871981,0.927502037
0.473625076,-1.166100965,1.421866769,-0.660574637,0.198654967,-0.450835317,-0.043887043
0.507595089,-1.127064339,2.645555608,-1.282202581,0.175423686,-0.437932926,0.753737094
1.016784546,-1.568109779,0.45626336,-1.634120597,0.064807989,-0.384550457,-0.355684163
0.728896558,-1.776928528,1.775003942,-1.702888755,-0.338648167,0.777119409,-0.984149068
0.556434749,-2.813779066,1.920458099,-1.898102534,0.086766466,1.095107106,-1.061014318
0.326061456,-0.707329729,1.109638979,-1.103219664,0.285521385,0.737674041,-0.897549361
0.165121654,-2.912187666,4.523035548,-1.380951361,0.006212617,2.491502538,-2.714747914
0.716136057,-1.073375219,0.952728915,-1.633956073,-0.010371328,-0.847961935,1.798314218
0.163753877,-3.75953935,4.113948765,-0.754133599,0.477489946,0.184017703,-0.247003606
0.845115231,-1.431758951,1.837617541,-1.07050797,-0.310401666,-0.593746875,0.740479927
0.64889461,-1.426970725,2.400721304,-1.29661724,-0.243053272,0.114526278,-0.168232349
0.632189213,-2.597854622,2.163361804,-1.912425472,0.008156228,1.155233718,-1.365825637
0.43047498,-1.26713617,1.604941254,-1.334490387,-0.047519111,1.499188077,-1.702970759
0.478156405,-1.310654237,1.732722163,-0.899895915,0.200514613,-0.38590642,0.120963013
0.552391568,-1.102472798,2.104672685,-0.941803589,-0.002136062,-0.3552328,0.162984403
0.389138356,-1.154037549,0.203595371,-0.601959859,0.040615192,0.665963927,-0.472465269
0.603483434,-1.99558116,2.527223438,-1.045210776,0.085901189,-0.520936761,0.417995354
